file,compression_factor,compression_rounded,category,std,min,max,mean,dynamic_range,absolute_range,signal_complexity,timestamp,filename,should_transmit,priority
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/160232.hdf5,4.396057914194489,4,anomaly_low,11.284332275390623,-114.60608673095705,110.85159301757812,-0.0111112175509333,112.3930918121341,225.45767974853516,2.566920749372863,160232,160232.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/160222.hdf5,4.403518340697924,4,anomaly_low,11.248628616333008,-109.99058532714844,103.12954711914062,-0.0193588379770517,111.4414413681031,213.12013244628906,2.5544638959196853,160222,160222.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/161418.hdf5,4.475285492553398,4,anomaly_low,9.932637214660645,-118.61871337890624,124.68011474609376,0.0068069919943809,109.58960511779847,243.298828125,2.2194421408841842,161418,161418.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/161348.hdf5,4.485777560643651,4,anomaly_low,9.85210418701172,-140.03639221191406,137.42510986328125,-0.0117805311456322,109.04099182128965,277.4615020751953,2.1962979781810827,161348,161348.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/161308.hdf5,4.502365850630625,4,anomaly_low,9.861167907714844,-143.9123992919922,117.59978485107422,0.002262043999508,108.89622354126004,261.5121841430664,2.1902191503015325,161308,161308.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/161248.hdf5,4.504418823251395,4,anomaly_low,9.718040466308594,-111.2984390258789,139.54908752441406,0.0181038174778223,108.50314689636383,250.84752655029297,2.1574460208151525,161248,161248.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/161328.hdf5,4.508822144950423,4,anomaly_low,9.66397476196289,-129.42227172851562,118.61724853515624,-0.006397308781743,108.319864250184,248.03952026367188,2.143347963455576,161328,161328.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/161258.hdf5,4.509492441249232,4,anomaly_low,9.767291069030762,-148.40853881835938,139.68185424804688,-0.0066357618197798,108.91461095809986,288.09039306640625,2.165940224156358,161258,161258.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/161428.hdf5,4.511636801367261,4,anomaly_low,9.765646934509276,-161.9293670654297,123.13807678222656,0.0031479131430387,108.30256670761146,285.06744384765625,2.1645463419284496,161428,161428.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/161318.hdf5,4.5214937798233095,4,anomaly_low,9.677837371826172,-127.39878845214844,118.48041534423828,-0.0054001095704734,108.0588208045962,245.87920379638672,2.1404070962150836,161318,161318.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/161408.hdf5,4.522056207797572,4,anomaly_low,9.67584991455078,-145.89962768554688,132.15284729003906,-0.0071002813056111,107.98760426712073,278.05247497558594,2.139701381390683,161408,161408.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/161438.hdf5,4.535287821872776,4,anomaly_low,9.567465782165527,-122.98318481445312,151.60841369628906,0.000115178831038,107.81568734741242,274.5915985107422,2.1095608829992165,161438,161438.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/161358.hdf5,4.5394448472022,4,anomaly_low,9.493826866149902,-130.89515686035156,120.42147827148438,0.0024493960663676,107.91980214309741,251.31663513183594,2.0914070300911884,161358,161358.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/161338.hdf5,4.542409978673691,4,anomaly_low,9.510132789611816,-127.3779754638672,146.07749938964844,0.0066815447062253,107.42331819534567,273.4554748535156,2.0936315379415884,161338,161338.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/160802.hdf5,4.849905641339346,4,anomaly_low,5.99465274810791,-84.53256225585938,81.76487731933594,0.0039006213191896,75.4752473449714,166.2974395751953,1.2360349234449088,160802,160802.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/160702.hdf5,4.850292149450967,4,anomaly_low,5.917434215545654,-113.15919494628906,81.37245178222656,-0.0047721182927489,74.81421274566671,194.53164672851562,1.2200160388721086,160702,160702.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/160842.hdf5,4.85475336146454,4,anomaly_low,5.932777404785156,-86.69400024414062,87.9139633178711,-0.001669640885666,74.61385220718543,174.60796356201172,1.2220553678128372,160842,160842.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/160902.hdf5,4.857228808345723,4,anomaly_low,6.0410051345825195,-86.97540283203125,91.36566162109376,0.0004372386611066,75.84679959487991,178.341064453125,1.2437143426726829,160902,160902.hdf5,True,HIGH
/Users/zak/src/undersea-cable/das24_data/20240506/dphi/160832.hdf5,4.858426490031009,4,anomaly_low,5.929073333740234,-99.77558135986328,96.04672241210938,0.0082754353061318,74.75941232299822,195.82230377197266,1.2203690528005482,160832,160832.hdf5,True,HIGH
